,분류,충전소,주소,이용가능시간,타입,충전기용량,lon,lat,요금
1,충전소,㈜행운식품,제주특별자치도 제주시 조천읍 함덕리 906번지,24시간 이용가능,DC차데모+AC3상+DC콤보,급속(50kW),126.6699363,33.5368718,"100kw미만: 324.4원
100kw 이상: 347.2원"
2,충전소,강정크루즈터미널,제주특별자치도 서귀포시 말질로 261,24시간 이용가능,DC콤보,급속(200kW동시),126.4742042,33.2372991,"100kw미만: 324.4원
100kw 이상: 347.2원"
3,충전소,거문오름,제주특별자치도 제주시 조천읍 선흘리 461,24시간 이용가능,DC차데모+AC3상+DC콤보,급속(100kW멀티),126.7117113,33.4548201,"100kw미만: 324.4원
100kw 이상: 347.2원"
4,충전소,건강쉼터,제주특별자치도 제주시 한경면 두모리 2962-1,24시간 이용가능,DC콤보,급속(200kW동시),126.1858322,33.3528422,"100kw미만: 324.4원
100kw 이상: 347.2원"
5,충전소,건입동 주민센터,제주특별자치도 제주시 만덕로 18,24시간 이용가능,DC차데모+AC3상+DC콤보,급속(100kW멀티),126.5315988,33.5150116,"100kw미만: 324.4원
100kw 이상: 347.2원"
6,충전소,경제통상진흥원,제주특별자치도 제주시 연삼로 473,24시간 이용가능,DC콤보,급속(100kW단독),126.5405872,33.4994261,"100kw미만: 324.4원
100kw 이상: 347.2원"
7,충전소,관음사지구안내소,제주특별자치도 제주시 산록북로 588,24시간 이용가능,DC차데모+AC3상+DC콤보,급속(100kW멀티),126.5503226,33.4218993,"100kw미만: 324.4원
100kw 이상: 347.2원"
8,충전소,교래자연휴양림,제주특별자치도 제주시 조천읍 교래리 산98-2,24시간 이용가능,DC콤보,급속(100kW단독),126.6665803,33.4276176,"100kw미만: 324.4원
100kw 이상: 347.2원"
9,충전소,교래자연휴양림,제주특별자치도 제주시 조천읍 남조로 2023(산 98),24시간 이용가능,DC차데모+AC3상+DC콤보,급속(100kW멀티),126.6589493,33.4486627,"100kw미만: 324.4원
100kw 이상: 347.2원"
10,충전소,구좌읍사무소,제주특별자치도 제주시 구좌읍 일주동로 3116,24시간 이용가능,DC차데모+AC3상+DC콤보,급속(100kW멀티),126.8206181,33.5314441,"100kw미만: 324.4원
100kw 이상: 347.2원"
11,충전소,구좌체육관,"제주특별자치도 제주시 구좌읍 김녕로 209, 구좌체육관 본관 주차장(김녕리 497-1)",24시간 이용가능,DC차데모+AC3상+DC콤보,급속(50kW),126.7609814,33.5561497,"100kw미만: 324.4원
100kw 이상: 347.2원"
12,충전소,국민건강보험공단 서귀포지사,제주특별자치도 서귀포시 신서귀로 51번길 38,24시간 이용가능,DC콤보,급속(100kW멀티),126.5075157,33.2549416,"100kw미만: 324.4원
100kw 이상: 347.2원"
13,충전소,국토교통부 인재개발원 앞 주차장,제주특별자치도 서귀포시 서호동 1603주차장 안쪽,24시간 이용가능,DC차데모+AC3상+DC콤보,급속(50kW),126.5169922,33.2784399,"100kw미만: 324.4원
100kw 이상: 347.2원"
14,충전소,금능해수욕장 주차장,제주특별자치도 제주시 한림읍 금능리 2018,24시간 이용가능,DC콤보,급속(200kW동시),126.2376564,33.3908391,"100kw미만: 324.4원
100kw 이상: 347.2원"
15,충전소,김녕119지역센터,제주특별자치도 제주시 구좌읍 김녕로 242,24시간 이용가능,DC콤보,급속(200kW동시),126.7488496,33.5547973,"100kw미만: 324.4원
100kw 이상: 347.2원"
16,충전소,남원 공영노외1주차장,제주특별자치도 서귀포시 남원읍 남원리 180,24시간 이용가능,DC콤보,급속(100kW단독),126.718475,33.2800798,"100kw미만: 324.4원
100kw 이상: 347.2원"
17,충전소,남원119센터,제주특별자치도 서귀포시 남원읍 남원체육관로221번길 23,24시간 이용가능,DC콤보,급속(100kW멀티),126.7085055,33.281494,"100kw미만: 324.4원
100kw 이상: 347.2원"
18,충전소,남원읍 공영주차장,제주특별자치도 서귀포시 남원읍 남원리 84-2,24시간 이용가능,DC차데모+AC3상+DC콤보,급속(50kW),126.7214486,33.2788184,"100kw미만: 324.4원
100kw 이상: 347.2원"
19,충전소,남원읍동부보건소,"제주특별자치도 서귀포시 남원읍 태위로 527, 본관 주차장(남원리 2359-1)",24시간 이용가능,DC차데모+AC3상+DC콤보,급속(50kW),126.7034172,33.2757617,"100kw미만: 324.4원
100kw 이상: 347.2원"
20,충전소,노형동주민센터,제주특별자치도 제주시 노형9길 9-4,24시간 이용가능,DC차데모+AC3상+DC콤보,급속(100kW멀티),126.4852812,33.4876143,"100kw미만: 324.4원
100kw 이상: 347.2원"
21,충전소,녹고뫼안트레안내센터,제주특별자치도 제주시 애월읍 녹고메길 165,24시간 이용가능,DC차데모+AC3상+DC콤보,급속(100kW멀티),126.4068171,33.408712,"100kw미만: 324.4원
100kw 이상: 347.2원"
22,충전소,대륜 공영노외2주차장,제주특별자치도 서귀포시 이어도로 901,24시간 이용가능,DC콤보,급속(100kW단독),126.5111637,33.2369416,"100kw미만: 324.4원
100kw 이상: 347.2원"
23,충전소,대륜동주민센터,제주특별자치도 서귀포시 일주동로 9158,24시간 이용가능,DC차데모+AC3상+DC콤보,급속(100kW멀티),126.5686054,33.255487,"100kw미만: 324.4원
100kw 이상: 347.2원"
24,충전소,대정감협 인근 공영주차장,제주특별자치도 서귀포시 대정읍 하모리 964-2주차장 좌측,24시간 이용가능,DC차데모+AC3상+DC콤보,급속(50kW),126.2520661,33.2230292,"100kw미만: 324.4원
100kw 이상: 347.2원"
25,충전소,대정문화체육센터,"제주특별자치도 서귀포시 대정읍 암반수마농로 419, 후문 우측",24시간 이용가능,DC차데모+AC3상+DC콤보,급속(100kW동시),126.2351338,33.2633536,"100kw미만: 324.4원
100kw 이상: 347.2원"
26,충전소,대정읍 노외4주차장,제주특별자치도 서귀포시 대정읍 하모리 860-7,24시간 이용가능,DC콤보,급속(100kW단독),126.2540462,33.2233527,"100kw미만: 324.4원
100kw 이상: 347.2원"
27,충전소,대정청소년수련관,제주특별자치도 서귀포시 대정읍 동일하모로149번길 21-8,24시간 이용가능,DC콤보,급속(100kW단독),126.247432,33.2277711,"100kw미만: 324.4원
100kw 이상: 347.2원"
28,충전소,대정하모3공영주차장,제주특별자치도 서귀포시 대정읍 대정읍 하모리 1513,24시간 이용가능,DC차데모+AC3상+DC콤보,급속(100kW멀티),126.2526171,33.2238537,"100kw미만: 324.4원
100kw 이상: 347.2원"
29,충전소,도남1차e편한세상아파트,제주특별자치도 제주시 오남로 7-13제주특별자치도 제주시 오남로 7-13 도남1차e편한세상아파트(800 도남1차e편한세상아파트),24시간 이용가능,DC차데모+AC3상+DC콤보,급속(50kW),126.5230655,33.4951722,"100kw미만: 324.4원
100kw 이상: 347.2원"
30,충전소,도남1차e편한세상아파트,제주특별자치도 제주시 오남로 7-13도남1차e편한세상아파트(도남동 800),24시간 이용가능,DC차데모+AC3상+DC콤보,급속(50kW),126.5230655,33.4951722,"100kw미만: 324.4원
100kw 이상: 347.2원"
31,충전소,도로 주차장,제주특별자치도 제주시 한림읍 금악리 1242-8,24시간 이용가능,DC콤보,급속(100kW단독),126.3045924,33.3498454,"100kw미만: 324.4원
100kw 이상: 347.2원"
32,충전소,도순마을회관,제주특별자치도 서귀포시 도순남로 29번길 13,24시간 이용가능,DC콤보,급속(200kW동시),126.475565,33.2508791,"100kw미만: 324.4원
100kw 이상: 347.2원"
33,충전소,돈내코야영장,"제주특별자치도 서귀포시 돈내코로 114, 본관주차장(상효동 1459)",24시간 이용가능,DC차데모+AC3상+DC콤보,급속(50kW),126.5847998,33.3003161,"100kw미만: 324.4원
100kw 이상: 347.2원"
34,충전소,돈내코유원지 주차장,제주특별자치도 서귀포시 돈내코로 120,24시간 이용가능,DC콤보,급속(200kW동시),126.5842033,33.3004184,"100kw미만: 324.4원
100kw 이상: 347.2원"
35,충전소,돌문화공원,제주특별자치도 제주시 조천읍 남조로 2023,24시간 이용가능,DC차데모+AC3상+DC콤보,급속(200kW동시),126.6589493,33.4486627,"100kw미만: 324.4원
100kw 이상: 347.2원"
36,충전소,돌문화공원관리소,제주특별자치도 제주시 조천읍 교래리 남조로 2023,24시간 이용가능,DC콤보,급속(100kW단독),126.6589493,33.4486627,"100kw미만: 324.4원
100kw 이상: 347.2원"
37,충전소,동녘도서관,제주특별자치도 제주시 구좌읍 일주동로 3132,24시간 이용가능,DC콤보,급속(200kW동시),126.8206181,33.5314441,"100kw미만: 324.4원
100kw 이상: 347.2원"
38,충전소,동백동산습지센터,제주특별자치도 제주시 조천읍 동백로 77(선흘리 924),24시간 이용가능,DC차데모+AC3상+DC콤보,급속(100kW멀티),126.7127298,33.5087927,"100kw미만: 324.4원
100kw 이상: 347.2원"
39,충전소,동부소방서,제주특별자치도 서귀포시 성산읍 일주동로 4120번길 7,24시간 이용가능,DC차데모+AC3상+DC콤보,급속(100kW멀티),126.9100702,33.460229,"100kw미만: 324.4원
100kw 이상: 347.2원"
40,충전소,동홍동 주민센터,제주특별자치도 서귀포시 동홍로 104,24시간 이용가능,DC차데모+AC3상+DC콤보,급속(100kW멀티),126.5689267,33.2578824,"100kw미만: 324.4원
100kw 이상: 347.2원"
41,충전소,라마다프라자제주호텔,제주특별자치도 제주시 탑동로 66,24시간 이용가능,DC콤보,급속(100kW멀티),126.5175016,33.5185924,"100kw미만: 324.4원
100kw 이상: 347.2원"
42,충전소,롯데마트 제주점,제주특별자치도 제주시 연북로 1(노형동),10:00~23:00,DC차데모+AC3상+DC콤보,급속(50kW),126.4819325,33.4824201,"100kw미만: 324.4원
100kw 이상: 347.2원"
43,충전소,만장굴,제주특별자치도 제주시 구좌읍 만장굴길 182만장굴(월정리 산41-5),24시간 이용가능,DC차데모+AC3상+DC콤보,급속(50kW),126.7702874,33.5282463,"100kw미만: 324.4원
100kw 이상: 347.2원"
44,충전소,만장굴,제주특별자치도 제주시 구좌읍 만장굴길 182제주특별자치도 제주시 구좌읍 만장굴길 182 만장굴(산41-5 만장굴),09:00~18:00,DC차데모+AC3상+DC콤보,급속(100kW멀티),126.7702874,33.5282463,"100kw미만: 324.4원
100kw 이상: 347.2원"
45,충전소,메밀가공시설,제주특별자치도 서귀포시 안덕면 광평리 211,월~금09:00~19:00,DC콤보,급속(200kW동시),126.379672,33.3280672,"100kw미만: 324.4원
100kw 이상: 347.2원"
46,충전소,모구리야영장,제주특별자치도 서귀포시 성산읍 난산리 2967,24시간 이용가능,DC차데모+AC3상+DC콤보,급속(100kW멀티),126.8194724,33.4060858,"100kw미만: 324.4원
100kw 이상: 347.2원"
47,충전소,무릉문화의집,제주특별자치도 서귀포시 대정읍 서삼중로 128(무릉리 3314-1),24시간 이용가능,DC차데모+AC3상+DC콤보,급속(100kW멀티),126.1990405,33.2734542,"100kw미만: 324.4원
100kw 이상: 347.2원"
48,충전소,문화예술진흥원,제주특별자치도 제주시 동광로 69,24시간 이용가능,DC콤보,급속(200kW동시),126.5353859,33.5043089,"100kw미만: 324.4원
100kw 이상: 347.2원"
49,충전소,민속자연사박물관,제주특별자치도 제주시 삼성로 40,24시간 이용가능,DC차데모+AC3상+DC콤보,급속(100kW멀티),126.5316454,33.5061399,"100kw미만: 324.4원
100kw 이상: 347.2원"
50,충전소,별빛누리공원,"제주특별자치도 제주시 선돌목동길 60, 본관 주차장(산 34)",24시간 이용가능,DC차데모+AC3상+DC콤보,급속(50kW),126.5492487,33.4450231,"100kw미만: 324.4원
100kw 이상: 347.2원"
51,충전소,보목하수처리장,제주특별자치도 서귀포시 보목동 1413-1,24시간 이용가능,DC차데모+AC3상+DC콤보,급속(100kW멀티),126.5914372,33.2426281,"100kw미만: 324.4원
100kw 이상: 347.2원"
52,충전소,봄그리고가을리조트,제주특별자치도 서귀포시 성산읍 해맞이해안로2660,24시간 이용가능,DC차데모+AC3상+DC콤보,급속(50kW),126.9110984,33.474087,"100kw미만: 324.4원
100kw 이상: 347.2원"
53,충전소,봉개동 주민센터,제주특별자치도 제주시 봉개북1길 15,24시간 이용가능,DC차데모+AC3상+DC콤보,급속(100kW멀티),126.5948784,33.4917114,"100kw미만: 324.4원
100kw 이상: 347.2원"
54,충전소,봉개동공영주차장,제주특별자치도 제주시 봉개동 1854-1,24시간 이용가능,DC차데모+AC3상+DC콤보,급속(100kW멀티),126.5953778,33.4904377,"100kw미만: 324.4원
100kw 이상: 347.2원"
55,충전소,북촌 너븐숭이4.3 기념관,제주특별자치도 제주시 조천읍 북촌3길 3,24시간 이용가능,DC차데모+AC3상+DC콤보,급속(100kW멀티),126.6887641,33.5459875,"100kw미만: 324.4원
100kw 이상: 347.2원"
56,충전소,비자림,제주특별자치도 제주시 구좌읍 비자숲길 55,24시간 이용가능,DC콤보,급속(200kW동시),126.8113883,33.4913168,"100kw미만: 324.4원
100kw 이상: 347.2원"
57,충전소,사려니숲길 주차장,제주특별자치도 제주시 봉개동 2750-2,24시간 이용가능,DC차데모+AC3상+DC콤보,급속(200kW동시),126.5949431,33.4914049,"100kw미만: 324.4원
100kw 이상: 347.2원"
58,충전소,산방산,제주특별자치도 서귀포시 안덕면 사계리 163-1,24시간 이용가능,DC차데모+AC3상+DC콤보,급속(100kW멀티),126.3119793,33.2359439,"100kw미만: 324.4원
100kw 이상: 347.2원"
59,충전소,산양리 다목적회관,제주특별자치도 제주시 한경면 연명로 8-1,24시간 이용가능,DC콤보,급속(100kW단독),126.233888,33.2927064,"100kw미만: 324.4원
100kw 이상: 347.2원"
60,충전소,삼매봉도서관,제주특별자치도 서귀포시 남성중로 153번길 15,06:00~24:00,DC차데모+AC3상+DC콤보,급속(100kW멀티),126.5517975,33.2446568,"100kw미만: 324.4원
100kw 이상: 347.2원"
61,충전소,삼성혈 인근 공영주차장,제주특별자치도 제주시 이도1동 1293-1,24시간 이용가능,DC차데모+AC3상+DC콤보,급속(50kW),126.5303835,33.5046445,"100kw미만: 324.4원
100kw 이상: 347.2원"
62,충전소,삼양동주민센터,제주특별자치도 제주시 지석13길 6,24시간 이용가능,DC차데모+AC3상+DC콤보,급속(100kW멀티),126.5857081,33.5218396,"100kw미만: 324.4원
100kw 이상: 347.2원"
63,충전소,상가리사무소,제주특별자치도 제주시 애월읍 상가리 1196-1,24시간 이용가능,DC차데모+AC3상+DC콤보,급속(50kW),126.3457585,33.4496848,"100kw미만: 324.4원
100kw 이상: 347.2원"
64,충전소,서귀포 자기주도학습지원센터,제주특별자치도 서귀포시 동홍중앙로 7번길 19,24시간 이용가능,DC차데모+AC3상+DC콤보,급속(100kW멀티),126.5710418,33.2516096,"100kw미만: 324.4원
100kw 이상: 347.2원"
65,충전소,서귀포경찰서,제주특별자치도 서귀포시 신중로 27,24시간 이용가능,DC콤보,급속(100kW단독),126.5088769,33.2560507,"100kw미만: 324.4원
100kw 이상: 347.2원"
66,충전소,서귀포농업기술센터,제주특별자치도 서귀포시 남원읍 중산간동로 7413,24시간 이용가능,DC차데모+AC3상+DC콤보,급속(100kW멀티),126.6076756,33.2881404,"100kw미만: 324.4원
100kw 이상: 347.2원"
67,충전소,서귀포보건소,제주특별자치도 서귀포시 중앙로 101번길 52,24시간 이용가능,DC콤보,급속(100kW멀티),126.5553625,33.2534258,"100kw미만: 324.4원
100kw 이상: 347.2원"
68,충전소,서귀포성당 뒤 주차장,제주특별자치도 서귀포시 서귀동 600-3,24시간 이용가능,DC차데모+AC3상+DC콤보,급속(50kW),126.5629579,33.2436583,"100kw미만: 324.4원
100kw 이상: 347.2원"
69,충전소,서귀포시 교통행정과(공영버스 차고지),제주특별자치도 서귀포시 토평공단로 20,24시간 이용가능,DC콤보,급속(100kW멀티),126.5888641,33.2846176,"100kw미만: 324.4원
100kw 이상: 347.2원"
70,충전소,서귀포시 매일시장 공영주차장,제주특별자치도 서귀포시 중앙로62번길 184층,24시간 이용가능,DC차데모+AC3상+DC콤보,급속(50kW),126.5638433,33.2515016,"100kw미만: 324.4원
100kw 이상: 347.2원"
71,충전소,서귀포쓰레기위생매립장,제주특별자치도 서귀포시 산록남로 1241번길 145(색달동),월~금09:00~19:00,DC차데모+AC3상+DC콤보,급속(100kW멀티),126.419081,33.3070418,"100kw미만: 324.4원
100kw 이상: 347.2원"
72,충전소,서귀포예술의전당,제주특별자치도 서귀포시 태평로 270,24시간 이용가능,DC차데모+AC3상+DC콤보,급속(100kW멀티),126.5510603,33.247167,"100kw미만: 324.4원
100kw 이상: 347.2원"
73,충전소,서귀포천지연폭포,"제주특별자치도 서귀포시 남성중로 2-15, 천지연폭포 매표소 앞(서홍동 666-1)",24시간 이용가능,DC차데모+AC3상,급속(50kW),126.5597544,33.2447447,"100kw미만: 324.4원
100kw 이상: 347.2원"
74,충전소,서귀포천지연폭포,"제주특별자치도 서귀포시 남성중로 2-15제주특별자치도 서귀포시 남성중로 2-15, 천지연폭포 매표소 앞(서홍동 666-1)",09:00~18:00,DC차데모+AC3상+DC콤보,급속(50kW),126.5597544,33.2447447,"100kw미만: 324.4원
100kw 이상: 347.2원"
75,충전소,서귀포항 해운항만과 사무실,제주특별자치도 서귀포시 칠십리로 72번길 1,24시간 이용가능,DC콤보,급속(200kW동시),126.5644185,33.2395684,"100kw미만: 324.4원
100kw 이상: 347.2원"
76,충전소,서부하수처리장,제주특별자치도 제주시 한경면 판포리 1459-1,24시간 이용가능,DC콤보,급속(200kW동시),126.2078451,33.3722455,"100kw미만: 324.4원
100kw 이상: 347.2원"
77,충전소,선흘리 낙선동4.3 유적지,제주특별자치도 제주시 조천읍 선흘서5길7,24시간 이용가능,DC콤보,급속(200kW동시),126.6945308,33.5153475,"100kw미만: 324.4원
100kw 이상: 347.2원"
78,충전소,설문대여성문화센터,제주특별자치도 제주시 선덕로 8길 12,24시간 이용가능,DC차데모+AC3상+DC콤보,급속(100kW멀티),126.500595,33.4844207,"100kw미만: 324.4원
100kw 이상: 347.2원"
79,충전소,성산국민체육센터,제주특별자치도 서귀포시 성산읍 일주동로 4024,24시간 이용가능,DC콤보,급속(100kW단독),126.9049515,33.4671995,"100kw미만: 324.4원
100kw 이상: 347.2원"
80,충전소,성산읍 공영주차장,제주특별자치도 서귀포시 성산읍 고성리 327-1,24시간 이용가능,DC차데모+AC3상+DC콤보,급속(50kW),126.9167452,33.4485231,"100kw미만: 324.4원
100kw 이상: 347.2원"
81,충전소,성산읍사무소,제주특별자치도 서귀포시 성산읍 일주동로 4330,24시간 이용가능,DC차데모+AC3상+DC콤보,급속(100kW멀티),126.9110996,33.4424138,"100kw미만: 324.4원
100kw 이상: 347.2원"
82,충전소,성산일출봉 공영주차장,제주특별자치도 서귀포시 성산읍 일출로 284-6공중화장실 앞 전기차 주차면,24시간 이용가능,DC차데모+AC3상+DC콤보,급속(50kW),126.9352237,33.4624691,"100kw미만: 324.4원
100kw 이상: 347.2원"
83,충전소,성산항 공영주차장,"제주특별자치도 서귀포시 성산읍 성산리 347-9, 주차타워 앞",24시간 이용가능,DC차데모+AC3상+DC콤보,급속(100kW동시),126.9331983,33.4721117,"100kw미만: 324.4원
100kw 이상: 347.2원"
84,충전소,성읍119지역센터,제주특별자치도 서귀포시 성산읍 성읍서문로 75,24시간 이용가능,DC콤보,급속(100kW단독),126.7944997,33.3832862,"100kw미만: 324.4원
100kw 이상: 347.2원"
85,충전소,성읍민속마을,제주특별자치도 서귀포시 표선면 성읍리 855-3,24시간 이용가능,DC차데모+AC3상+DC콤보,급속(100kW멀티),126.801396,33.3844043,"100kw미만: 324.4원
100kw 이상: 347.2원"
86,충전소,소공원 주차장,제주특별자치도 제주시 한림읍 귀덕리 3025-2,24시간 이용가능,DC콤보,급속(200kW동시),126.2895615,33.4424564,"100kw미만: 324.4원
100kw 이상: 347.2원"
87,충전소,쇠소깍 공영주차장,제주특별자치도 서귀포시 쇠소깍로 104,24시간 이용가능,DC차데모+AC3상+DC콤보,급속(100kW멀티),126.6224923,33.2542498,"100kw미만: 324.4원
100kw 이상: 347.2원"
88,충전소,수덕공영주차장,제주특별자치도 제주시 노형동 2534-3,24시간 이용가능,DC콤보,급속(100kW멀티),126.4743576,33.4836235,"100kw미만: 324.4원
100kw 이상: 347.2원"
89,충전소,신천지아파트,제주특별자치도 제주시 천수로 72,24시간 이용가능,DC차데모+AC3상+DC콤보,급속(100kW멀티),126.5442752,33.5044984,"100kw미만: 324.4원
100kw 이상: 347.2원"
90,충전소,신화역사공원 J지구 공영주차장,제주특별자치도 서귀포시 안덕면 서광리 산35-7,24시간 이용가능,DC콤보,급속(100kW단독),126.3084909,33.3007657,"100kw미만: 324.4원
100kw 이상: 347.2원"
91,충전소,신화역사공원 조성사업,제주특별자치도 서귀포시 안덕면 서광리 1279,24시간 이용가능,DC콤보,급속(400kW동시),126.3053573,33.2971411,"100kw미만: 324.4원
100kw 이상: 347.2원"
92,충전소,신흥2리 리사무소,제주특별자치도 서귀포시 남원읍 중산간동로 5807,24시간 이용가능,DC콤보,급속(100kW단독),126.7457269,33.3211735,"100kw미만: 324.4원
100kw 이상: 347.2원"
93,충전소,아라지구 공영주차장,제주특별자치도 제주시 아라동 6140-4,24시간 이용가능,DC차데모+AC3상+DC콤보,급속(50kW),126.5450031,33.4763498,"100kw미만: 324.4원
100kw 이상: 347.2원"
94,충전소,아시아CGI애니메이션센터,제주특별자치도 서귀포시 동홍로 41,24시간 이용가능,DC콤보,급속(200kW동시),126.5673563,33.2525187,"100kw미만: 324.4원
100kw 이상: 347.2원"
95,충전소,안덕면사무소,"제주특별자치도 서귀포시 안덕면 화순서서로 74, 본관 주차장(화순리 1961-1)",24시간 이용가능,DC차데모+AC3상+DC콤보,급속(50kW),126.3307426,33.2575319,"100kw미만: 324.4원
100kw 이상: 347.2원"
96,충전소,안덕면사무소,제주특별자치도 서귀포시 안덕면 화순서서로 74,24시간 이용가능,DC차데모+AC3상+DC콤보,급속(100kW멀티),126.3307426,33.2575319,"100kw미만: 324.4원
100kw 이상: 347.2원"
97,충전소,안덕면사무소,제주특별자치도 서귀포시 안덕면 화순서로 74,24시간 이용가능,DC콤보,급속(200kW동시),126.3371482,33.2496801,"100kw미만: 324.4원
100kw 이상: 347.2원"
98,충전소,안덕우체국 뒤 주차장,제주특별자치도 서귀포시 안덕면 화순리 1072,24시간 이용가능,DC차데모+AC3상+DC콤보,급속(50kW),126.3353527,33.2462682,"100kw미만: 324.4원
100kw 이상: 347.2원"
99,충전소,애월국민체육센터,제주특별자치도 제주시 하귀동남1길 22,24시간 이용가능,DC콤보,급속(200kW동시),126.4138295,33.4848587,"100kw미만: 324.4원
100kw 이상: 347.2원"
100,충전소,애월도서관,제주특별자치도 제주시 애월읍 일주서로 6339,24시간 이용가능,DC차데모+AC3상+DC콤보,급속(100kW멀티),126.3314033,33.4633212,"100kw미만: 324.4원
100kw 이상: 347.2원"
101,충전소,애월읍사무소,제주특별자치도 제주시 애월읍 일주서로 6322,24시간 이용가능,DC콤보,급속(200kW동시),126.3296776,33.461942,"100kw미만: 324.4원
100kw 이상: 347.2원"
102,충전소,양지(추모)공원,제주특별자치도 제주시 516로 2810-31(영평동),"09:00~19:00(토,일 미개방)",DC콤보,급속(200kW동시),126.5799838,33.4400136,"100kw미만: 324.4원
100kw 이상: 347.2원"
103,충전소,어리목휴게소,제주특별자치도 제주시 1100로 2070-61,24시간 이용가능,DC차데모+AC3상+DC콤보,급속(100kW멀티),126.4945663,33.3922314,"100kw미만: 324.4원
100kw 이상: 347.2원"
104,충전소,영락교회 인근 공영주차장,제주특별자치도 제주시 일도2동 488-1,24시간 이용가능,DC차데모+AC3상+DC콤보,급속(50kW),126.5442435,33.5106341,"100kw미만: 324.4원
100kw 이상: 347.2원"
105,충전소,영락리사무소,제주특별자치도 서귀포시 대정읍 영락중동로 11,24시간 이용가능,DC콤보,급속(100kW단독),126.2109505,33.2585101,"100kw미만: 324.4원
100kw 이상: 347.2원"
106,충전소,영천동 주민센터,제주특별자치도 서귀포시 토평로 15,24시간 이용가능,DC차데모+AC3상+DC콤보,급속(100kW멀티),126.5867363,33.2687729,"100kw미만: 324.4원
100kw 이상: 347.2원"
107,충전소,오일장 인근 주차장,제주특별자치도 제주시 구좌읍 세화리 1500-41,24시간 이용가능,DC차데모+AC3상+DC콤보,급속(50kW),126.8563899,33.5251487,"100kw미만: 324.4원
100kw 이상: 347.2원"
108,충전소,외도119센터,제주특별자치도 제주시 통물길 75,24시간 이용가능,DC콤보,급속(100kW단독),126.4368293,33.4852975,"100kw미만: 324.4원
100kw 이상: 347.2원"
109,충전소,외도구획정리지구 공영주차장,제주특별자치도 제주시 외도1동 482-1,24시간 이용가능,DC차데모+AC3상+DC콤보,급속(50kW),126.432638,33.4899087,"100kw미만: 324.4원
100kw 이상: 347.2원"
110,충전소,외도동 주민센터,제주특별자치도 제주시 일주서로 7350,24시간 이용가능,DC차데모+AC3상+DC콤보,급속(100kW멀티),126.4322517,33.4929556,"100kw미만: 324.4원
100kw 이상: 347.2원"
111,충전소,외도부영2차아파트,제주특별자치도 제주시 우평로 318,24시간 이용가능,DC차데모+AC3상+DC콤보,급속(100kW멀티),126.4329506,33.4849821,"100kw미만: 324.4원
100kw 이상: 347.2원"
112,충전소,용담1동주민센터,제주특별자치도 제주시 용남3길 7,24시간 이용가능,DC콤보,급속(100kW동시),126.5136067,33.5092542,"100kw미만: 324.4원
100kw 이상: 347.2원"
113,충전소,용두암 공영주차장,제주특별자치도 제주시 용두암길15,24시간 이용가능,DC콤보,급속(100kW멀티),126.5116869,33.5149624,"100kw미만: 324.4원
100kw 이상: 347.2원"
114,충전소,용암해수산업화지원센터,제주특별자치도 제주시 구좌읍 일주동로 2706-40,24시간 이용가능,DC차데모+AC3상+DC콤보,급속(50kW),126.8206181,33.5314441,"100kw미만: 324.4원
100kw 이상: 347.2원"
115,충전소,용암해수산업화지원센터 2호관,제주특별자치도 제주시 구좌읍 일주동로 2708-19,24시간 이용가능,DC콤보,급속(200kW동시),126.8206181,33.5314441,"100kw미만: 324.4원
100kw 이상: 347.2원"
116,충전소,웅전공영주차장,제주특별자치도 제주시 노형동 2517-1,24시간 이용가능,DC콤보,급속(100kW멀티),126.4719343,33.4824793,"100kw미만: 324.4원
100kw 이상: 347.2원"
117,충전소,월드컵경기장,제주특별자치도 서귀포시 월드컵로 31,24시간 이용가능,DC콤보,급속(200kW동시),126.5092079,33.2472388,"100kw미만: 324.4원
100kw 이상: 347.2원"
118,충전소,월드컵경기장 인근 공영주차장,제주특별자치도 서귀포시 법환동 870,24시간 이용가능,DC차데모+AC3상+DC콤보,급속(50kW),126.5110332,33.2481172,"100kw미만: 324.4원
100kw 이상: 347.2원"
119,충전소,위미의례회관,제주특별자치도 서귀포시 남원읍 중산간동로 6862,24시간 이용가능,DC차데모+AC3상+DC콤보,급속(50kW),126.657825,33.2897921,"100kw미만: 324.4원
100kw 이상: 347.2원"
120,충전소,유수암리사무소,제주특별자치도 제주시 애월읍 유수암평화길 14,24시간 이용가능,DC콤보,급속(200kW동시),126.4029559,33.4413679,"100kw미만: 324.4원
100kw 이상: 347.2원"
121,충전소,이도주민센터,제주특별자치도 제주시 중앙로25길 17(1695-10 이도1동주민센터),24시간 이용가능,DC차데모+AC3상+DC콤보,급속(50kW),126.5270745,33.5067302,"100kw미만: 324.4원
100kw 이상: 347.2원"
122,충전소,이호동 주민센터,제주특별자치도 제주시 백포서길 9,24시간 이용가능,DC차데모+AC3상+DC콤보,급속(50kW),126.4581461,33.4997537,"100kw미만: 324.4원
100kw 이상: 347.2원"
123,충전소,일출랜드,제주특별자치도 서귀포시 성산읍 중산간동로 4150-30,09:00~18:00,DC콤보,급속(200kW동시),126.8413634,33.3835243,"100kw미만: 324.4원
100kw 이상: 347.2원"
